Question ID,Question,Story#,Story,Match strength,Rationale
276,Pushing for cost-effective/efficient process,1,Statements Hub,5,Proposed consolidating duplicate infrastructure for better efficiency
276,Pushing for cost-effective/efficient process,2,PNC Trade Finance,4,Created efficient system that saved costs for 15 years
277,New way to save money or reduce excess,1,Statements Hub,5,Identified way to eliminate redundant systems across teams
277,New way to save money or reduce excess,2,OLAF Innovation,4,Streamlined onboarding process reducing costs and time
278,Working with limited time or resources,1,PNC Trade Finance,5,Built successful system during frugal period with minimal resources
278,Working with limited time or resources,2,Ripple pilot,4,Delivered pilot in 4 months with tight timeline and limited team
279,Achieving more output without additional investment,1,PNC Trade Finance,5,Grew revenue 200% without adding headcount through CRM system
279,Achieving more output without additional investment,2,OLAF Innovation,4,Improved onboarding time 75% without additional systems
280,Alternative proposal achieving same outcome for less,1,PNC Trade Finance,5,Proposed custom CRM instead of expensive enterprise solution
280,Alternative proposal achieving same outcome for less,2,Statements Hub,4,Proposed consolidated solution instead of maintaining multiple systems
281,What motivated this recommendation without compromising,1,PNC Trade Finance,5,Recommended custom solution to solve real problems while maintaining quality
282,Time requesting additional funding,1,OLAF Scope,4,Successfully argued for expanded scope and additional resources
283,New way to save company money,1,Statements Hub,5,Identified opportunity to eliminate duplicate systems and consolidate
283,New way to save company money,2,PNC Trade Finance,4,Created cost-effective alternative to enterprise system
284,Managing a budget to get more from less,1,PNC Trade Finance,5,Maximized limited resources to create high-impact solution
285,Managing projects with no budget/resources,1,PNC Trade Finance,5,Successfully delivered during frugal period with minimal resources
285,Managing projects with no budget/resources,2,Ripple pilot,4,Completed project by taking on additional roles instead of requesting resources
286,Improving process with limited budget,1,OLAF Innovation,5,Transformed onboarding process through process changes rather than system investment
287,Strongly disagreeing with manager/peer,1,Global Pay Research,5,"Disagreed with manager over research approach, found creative compromise"
287,Strongly disagreeing with manager/peer,2,GBAC Vision,4,Pushed back on executive's suggestion to buy off-the-shelf solution
288,Taking unpopular stance in meeting,1,OLAF Scope,5,Advocated for expanding scope against stakeholder resistance
288,Taking unpopular stance in meeting,2,PNC Canada risk review,4,Defended product design despite risk committee opposition
289,Committing to disagreed group decision,0,No match,0,No stories specifically about committing to opposed group decisions
290,Proceeding after team chose different direction,0,No match,0,No stories about continuing work after team rejected preferred approach
291,Pushing back against decision impacting team,0,No match,0,No stories about defending team from negative decisions
292,Manager not supporting great idea,1,GBAC Vision,5,"Executive initially rejected automation platform vision, required new approach"
293,Supporting disagreed business initiative,0,No match,0,No stories about supporting initiatives despite disagreement
294,Business gained from your persistence,1,OLAF Scope,5,Persistent push for broader scope led to 75% reduction in onboarding time
294,Business gained from your persistence,2,PNC Trade Finance,4,Persistence in building CRM led to 200% team growth
295,Convincing others when you thought you were right,1,Global Pay Research,5,Convinced manager of research necessity through compromise approach
295,Convincing others when you thought you were right,2,OLAF Scope,4,Convinced stakeholders to expand scope through demonstrated value
296,Manager and you taking opposite positions,1,Global Pay Research,5,Resolved direct conflict with manager over research approach
297,Acquiescing to group despite disagreement,0,No match,0,No stories about yielding to opposing group decisions
298,Arguments against disagreeable task failed,0,No match,0,No stories about proceeding after failed arguments
299,Taking position against everyone else,1,OLAF Scope,5,Advocated for expanded scope against initial universal resistance
299,Taking position against everyone else,2,PNC Canada risk review,4,Defended design approach against unanimous risk committee opposition
300,Not accepting status quo,1,PNC Trade Finance,5,Challenged original marketing assignment to solve deeper problems
300,Not accepting status quo,2,Statements Hub,4,Rejected API goal to propose comprehensive company-wide solution
300,Not accepting status quo,3,OLAF Scope,4,Pushed back against limited scope to create transformative solution
301,Tell me about an unpopular decision,1,Global Pay STP rates,4,Made tough decision to leave preferred UX role for critical STP work
302,Stepping up to disagree with team member's approach,1,Statements Hub,5,Challenged team's API-first approach with comprehensive solution
303,Handling disagreement with manager's instruction,1,Global Pay Research,5,Constructively challenged manager's direction on research approach
304,Time you had disagreement with manager,1,Global Pay Research,5,"Disagreed with manager over research methodology, found compromise"
305,Disagreement with project manager,1,Global Pay Research,5,Resolved conflict with manager through creative two-stage solution
306,Disagreement with colleague,1,PNC Canada risk review,4,Worked through disagreements with risk committee members
307,Handling uncooperative teammates,1,OLAF Scope,4,Won over resistant stakeholders through demonstrated value
308,Team disagreeing with your ideas,1,GBAC Vision,5,Handled team's resistance to automation platform vision
308,Team disagreeing with your ideas,2,OLAF Scope,4,Convinced skeptical stakeholders of expanded scope benefits
309,Conflict with team member and outcome,1,Global Pay Research,5,Resolved manager conflict through compromise solution
310,Stepping up to disagree with team member's approach,1,Statements Hub,5,Challenged existing API approach to propose better solution
310,Stepping up to disagree with team member's approach,2,PNC Trade Finance,4,Disagreed with original marketing-only approach to solve deeper issues
311,Taking unpopular stance as outlier,1,OLAF Scope,5,Stood alone initially in pushing for expanded project scope
311,Taking unpopular stance as outlier,2,PNC Canada risk review,4,Defended design approach against unanimous committee opposition
312,Going along with group despite disagreement,0,No match,0,No stories about accepting opposing group decisions
313,Handling uncooperative teammates,1,OLAF Scope,5,Won over resistant stakeholders through demonstrated value
313,Handling uncooperative teammates,2,PNC Canada risk review,4,Gained cooperation through individual meetings after initial resistance
314,Helping team member develop career,1,Global Pay STP rates,5,Mentored analyst into product management role with clear progression
315,Investing in employee development,1,Global Pay STP rates,5,"Invested time mentoring analyst, resulting in successful role transition"
316,Providing feedback to develop strengths,1,Global Pay STP rates,4,Provided ongoing feedback to help analyst grow into product role
317,Providing coaching for team member,1,Global Pay STP rates,5,Coached analyst through transition to product management
318,Hiring complementary skills and coaching,0,No match,0,No stories about hiring decisions or coaching for personal weaknesses
319,Helping remote team member develop,0,No match,0,No stories specifically about developing remote team members
320,Helping struggling person get promoted,1,Global Pay STP rates,4,Helped analyst achieve career growth into product management role
321,Most challenging talent review and promotion process,0,No match,0,No stories about conducting talent reviews or promotion processes
322,Constructing team to accomplish goal,1,OLAF Scope,3,Assembled cross-functional team to transform onboarding process
323,Handling low performing individual,0,No match,0,No stories about managing low performers
324,Best hire decision of your career,0,No match,0,No stories about making hiring decisions
325,Actively coaching or mentoring somebody,1,Global Pay STP rates,5,Made conscious decision to mentor analyst into product role
326,Helping remote team member develop,0,No match,0,No stories specifically about developing remote employees
327,Providing feedback to leverage strengths,1,Global Pay STP rates,4,Provided ongoing feedback to develop analyst's product management abilities
328,Hiring to fill skill gaps,0,No match,0,No stories about hiring for complementary skills
329,Someone promoted due to your coaching,1,Global Pay STP rates,5,Analyst successfully transitioned to product management through mentoring
330,Management style,1,Global Pay STP rates,3,Shows mentoring and development approach through concrete example
330,Management style,2,Global Pay Roles,3,Demonstrates adaptability and focus on developing others
331,Why would anyone want to work for you,1,Global Pay STP rates,4,Shows commitment to developing team members and creating opportunities
331,Why would anyone want to work for you,2,Global Pay Roles,3,Demonstrates adaptability and willingness to take on challenges
332,Approach to managing reports,1,Global Pay STP rates,4,Shows proactive mentoring and development approach
333,Are you a manager or leader,1,Global Pay Roles,4,Shows leadership through taking on critical challenges and developing others
334,Responsibility for team development,1,Global Pay STP rates,5,Demonstrates taking initiative in developing team members' careers
334,Responsibility for team development,2,Global Pay Roles,3,Shows creating opportunities for team growth
335,Previous hiring experiences,0,No match,0,No stories about hiring experiences
336,What you look for in hiring,0,No match,0,No stories discussing hiring criteria
337,Attitude vs aptitude importance,0,No match,0,No stories comparing attitude and aptitude
338,Best hire of your career,0,No match,0,No stories about making hiring decisions
339,Biggest hiring mistake,0,No match,0,No stories about hiring mistakes
340,Handling borderline candidate,0,No match,0,No stories about candidate evaluation decisions
341,Constructing a team with various factors,1,OLAF Scope,4,Assembled diverse cross-functional team for onboarding transformation
342,Evaluating subordinate productivity,0,No match,0,No stories about evaluating employee performance
343,Handling performance reviews,0,No match,0,No stories about conducting performance reviews
344,Difficult performance review,0,No match,0,No stories about challenging reviews
345,Handling underperforming subordinate,0,No match,0,No stories about managing underperformance
346,Managing consistently marginal performer,0,No match,0,No stories about handling marginal performance
347,Taking disciplinary action,0,No match,0,No stories about disciplinary situations
348,Handling constructive criticism,1,Global Pay STP rates,4,Provided constructive guidance to help analyst develop
349,Creating specific development plan,1,Global Pay STP rates,5,Created and executed plan to develop analyst into product manager
349,Creating specific development plan,2,Global Pay Roles,3,Developed plan to transition work to team members
350,Actively coaching or mentoring,1,Global Pay STP rates,5,Proactively mentored analyst into product management role
350,Actively coaching or mentoring,2,Global Pay Roles,3,Mentored team members to take over responsibilities
351,Manager success measured by team promotability,1,Global Pay STP rates,4,Demonstrates success through team member's career growth
352,Managing top performers and giving feedback,0,No match,0,No stories specifically about managing top performers
353,Challenging talent review/promotion process,0,No match,0,No stories about conducting talent reviews
354,Providing extra help to team member,1,Global Pay STP rates,5,Provided extensive support to help analyst transition careers
355,Improving subordinate skills,1,Global Pay STP rates,5,Developed analyst's product management capabilities
355,Improving subordinate skills,2,Global Pay Roles,3,Helped team members grow into new responsibilities
356,Managing team with different backgrounds/levels,1,OLAF Scope,4,Led diverse cross-functional team across multiple areas
357,Ensuring team diversity,0,No match,0,No stories specifically addressing team diversity
358,Preferred team composition,0,No match,0,No stories discussing team composition preferences
359,Getting high production from subordinates,1,PNC Trade Finance,4,Led team to 200% growth through system improvements
359,Getting high production from subordinates,2,OLAF Scope,3,Achieved significant improvements through team leadership
360,Successfully empowering others,1,Global Pay STP rates,5,Empowered analyst to take over product management duties
360,Successfully empowering others,2,Global Pay Roles,4,Enabled team members to take on new responsibilities
361,It can be difficult to set goals for a team that are challenging yet achievable. Tell me about a time when you hit the right balance.,1,OLAF Scope,5,"Successfully set ambitious goal of reducing onboarding time by 75% while maintaining compliance, achieving it through clear milestones"
362,Describe a time when you had to decide whether or not to award or ask for additional resources. What criteria did you use for making the call?,1,Global Pay STP rates,4,"Made tough decision not to request additional headcount despite heavy workload, prioritizing speed over comfort"
363,Give an example of a time when you challenged your team to come up with a more efficient solution or process.,1,OLAF Innovation,5,"Led team to question every requirement and process, resulting in 25% reduction in questions and 75% faster onboarding"
363,Give an example of a time when you challenged your team to come up with a more efficient solution or process.,2,PNC Trade Finance,4,"Challenged team to improve collaboration through custom CRM, leading to 166% revenue growth"
364,Tell me about a time when you encouraged a team member or organization to take a big risk.,1,PNC Trade Finance,5,Convinced organization to take unconventional risk of letting product manager build custom CRM system
364,Tell me about a time when you encouraged a team member or organization to take a big risk.,2,Statements Hub,4,Encouraged organization to think bigger by proposing company-wide solution instead of simple API implementation
365,Tell me about a time when you established a vision for a team when there wasn't one.,1,GBAC Vision,5,Created comprehensive vision for automating banking processes when team only had tactical goals
365,Tell me about a time when you established a vision for a team when there wasn't one.,2,Statements Hub,4,Transformed simple API request into strategic vision for company-wide statements hub
366,Tell me about a time when you uncovered a significant problem in your team.,1,PNC Trade Finance,5,Discovered fundamental visibility and collaboration issues behind marketing project
366,Tell me about a time when you uncovered a significant problem in your team.,2,OLAF Innovation,4,Uncovered that ownership structure capture was biggest source of friction in onboarding
367,Tell me about a time when you enabled your team/a team member to implement a significant change or improvement.,1,Global Pay STP rates,5,Mentored business analyst into product management role while improving STP rates
367,Tell me about a time when you enabled your team/a team member to implement a significant change or improvement.,2,OLAF Scope,4,Enabled team to achieve transformative improvements in onboarding process
368,What is your experience with hiring people?,0,No match,0,No stories specifically discuss hiring experience
369,How do you ensure you hire the best people?,0,No match,0,No stories specifically discuss hiring practices
370,Give me an example of one of the best hires of your career. How did this person grow throughout their career?,0,No match,0,No stories specifically discuss hiring outcomes
371,How do you help your employees grow?,1,Global Pay STP rates,4,Demonstrated employee development by mentoring analyst into product management role
372,Tell me how you help your team members develop their careers. Can you give me examples of specific people you invested in?,1,Global Pay STP rates,5,Specific example of mentoring business analyst into product management career path
373,Give me an example of a time you provided feedback to develop and leverage the strengths of someone on your team.,1,Global Pay STP rates,4,"Recognized analyst's potential, provided opportunities and mentoring to develop product management skills"
374,How do you manage your top performers differently?,0,No match,0,No stories specifically discuss managing top performers
375,Give me an example of someone who was promoted one or two levels up in the organization due to your coaching efforts.,1,Global Pay STP rates,4,Helped analyst transition from business analyst to junior product manager role
376,"What is the composition of your current team, and how is your team organized?",0,No match,0,No stories discuss current team composition and organization
377,How have you been successful at empowering either a person or a group to accomplish a task?,1,OLAF Scope,5,Empowered cross-functional team to achieve transformative improvements in onboarding process
377,How have you been successful at empowering either a person or a group to accomplish a task?,2,Global Pay STP rates,4,Empowered analyst to take ownership of STP analysis for new countries
378,Describe a time when you refused to compromise your standards around quality/customer service. What was the result?,1,Global Pay Research,5,"Pushed back against manager's suggestion to skip thorough research, found creative compromise instead"
378,Describe a time when you refused to compromise your standards around quality/customer service. What was the result?,2,GBAC Vision,4,Maintained high standards by expanding analysis when initial proposal was challenged
379,Tell me about a time when you were unsatisfied with the way things were in your team or organization. What did you do to change it?,1,PNC Trade Finance,5,Transformed underperforming team by identifying and solving core visibility issues
379,Tell me about a time when you were unsatisfied with the way things were in your team or organization. What did you do to change it?,2,Statements Hub,4,Transformed simple API request into comprehensive company-wide strategy
380,Tell me about a time when you worked to improve something that was already getting good feedback.,1,OLAF Scope,4,Expanded scope beyond initial requirements to achieve transformative improvements despite stakeholder satisfaction with smaller changes
381,Tell me about a time when you had to make a decision between standards and delivery. What tradeoffs did you make?,1,Ripple pilot,5,Made calculated tradeoffs between speed and thoroughness in partner selection to meet urgent timeline
381,Tell me about a time when you had to make a decision between standards and delivery. What tradeoffs did you make?,2,Global Pay Research,4,Balanced quality research needs with delivery pressure through two-stage approach
382,Give me an example of a goal you've had where you wish you had done better.,1,PNC Canada risk review,5,Details specific failure in risk committee presentation and lessons learned
383,Describe the most significant continuous improvement project that you led.,1,Global Pay Roadmap,5,"Led multi-year transformation of platform affecting 25,000 customers, with comprehensive research and improvements"
383,Describe the most significant continuous improvement project that you led.,2,OLAF Innovation,4,Led complete transformation of onboarding process reducing time by 75%
384,Tell me about a time when you used feedback about your team to drive a change.,1,OLAF Innovation,5,Used customer feedback about onboarding pain points to drive major process improvements
385,Tell me about a time when you've been discontented with the accepted norm. What did you do to change it?,1,OLAF Scope,5,"Challenged accepted norm of limited improvements, pushed for comprehensive transformation"
385,Tell me about a time when you've been discontented with the accepted norm. What did you do to change it?,2,Statements Hub,4,Rejected standard API implementation to propose company-wide solution
386,Tell me about a time you wouldn't give up on achieving a great result when peers felt something was acceptable.,1,OLAF Scope,5,Pushed for transformative improvements when stakeholders were satisfied with superficial changes
387,What measures have you personally put in place to drive continuous improvement?,1,Global Pay Roadmap,4,Established data-driven approach to roadmap development that became organizational standard
388,Describe a big ongoing continuous improvement project that you've driven.,1,Global Pay Roadmap,5,Led comprehensive platform transformation with ongoing improvements across multiple areas
388,Describe a big ongoing continuous improvement project that you've driven.,2,GBAC Vision,4,Developed comprehensive vision for automating banking processes
389,"Describe a situation that when you looked back on it, you wished you'd done better.",1,PNC Canada risk review,5,Detailed specific mistakes in stakeholder management and lessons learned
390,Tell me about a time when customers were happy with a product but you decided to still improve it.,1,OLAF Scope,5,Pushed for comprehensive improvements despite stakeholders being satisfied with minor updates
390,Tell me about a time when customers were happy with a product but you decided to still improve it.,2,Statements Hub,4,Proposed strategic improvement when simple API implementation would have satisfied initial request
391,Give me an example of when you investigated a core process to ensure it was still the right solution.,1,OLAF Innovation,5,Deep investigation of ownership structure process revealed better solution for different customer types
391,Give me an example of when you investigated a core process to ensure it was still the right solution.,2,Global Pay STP rates,4,Investigated payment processing rules to identify unnecessary steps and improve efficiency
392,Can you describe a situation where you had to balance delivering high-quality work with staying within constraints?,1,Ripple pilot,5,Balanced quality requirements with aggressive timeline constraints in blockchain implementation
392,Can you describe a situation where you had to balance delivering high-quality work with staying within constraints?,2,Global Pay Research,4,Found creative solution to balance thorough research needs with time constraints
393,Tell me a time your customer was demanding high standards and you couldn't give them what they asked for.,0,No match,0,No stories specifically discuss inability to meet customer demands
394,Tell me about a time when you've been unsatisfied with the status quo.,1,PNC Trade Finance,5,Identified and addressed fundamental issues beyond original marketing assignment
394,Tell me about a time when you've been unsatisfied with the status quo.,2,Statements Hub,4,Transformed tactical API request into strategic company-wide solution
395,Tell me about a time you wouldn't compromise on achieving a great outcome.,1,Global Pay Research,5,"Refused to compromise on research quality despite pressure, found creative solution"
396,What measures have you put in place to ensure performance improvement targets are achieved?,1,Global Pay Roadmap,4,Established comprehensive data-driven approach to measure and track improvements
397,Describe the most significant continuous improvement project that you've led.,1,Global Pay Roadmap,5,"Led multi-year platform transformation affecting 25,000 customers"
397,Describe the most significant continuous improvement project that you've led.,2,OLAF Innovation,4,Led transformation of onboarding process reducing time by 75%
398,Give me an example of a goal where you wish you had done better.,1,PNC Canada risk review,5,Details specific failure in risk committee presentation and lessons learned
399,Give an example where you refused to compromise your standards.,1,Global Pay Research,5,Refused to compromise on research quality despite management pressure
399,Give an example where you refused to compromise your standards.,2,GBAC Vision,4,Maintained high standards by expanding analysis when initial proposal was challenged
400,What motivates you?,1,The 2023 sabbatical,5,Shows clear motivation for continuous learning and staying ahead of technology trends
400,What motivates you?,2,About me,4,Demonstrates consistent motivation to learn and keep technical skills current
401,Describe a time where you were unhappy with a teammate's output. What did you do about it?,0,No match,0,No stories discuss addressing issues with teammate's output
402,Tell me about a piece of direct feedback you recently gave to a colleague.,0,No match,0,No stories specifically discuss giving direct feedback
403,Tell me about a time when you couldn't meet your own expectations on a project.,1,PNC Canada risk review,5,Details falling short of own expectations in risk committee presentation
404,Tell me about a time you weren't happy with your own progress.,1,PNC Canada risk review,5,Describes dissatisfaction with initial stakeholder management approach
405,"You performed an analysis, but your client thinks the result is not right. What will you do?",1,PNC Canada risk review,4,Shows how he addressed stakeholders' concerns about analysis through detailed follow-up
406,Tell me about a time when you faced an ethical dilemma.,0,No match,0,No stories discuss ethical dilemmas
407,Give me an example of when you could have stopped working but persisted.,1,GBAC Vision,5,"Persisted with vision development despite initial rejection, expanding analysis to gain support"
407,Give me an example of when you could have stopped working but persisted.,2,PNC Canada risk review,4,Persisted after difficult committee meeting by addressing every concern individually
408,How do you measure quality in a product?,1,Global Pay Roadmap,4,Demonstrates comprehensive approach to measuring product quality through data and research
409,What was your toughest decision in the last 6 months?,0,No match,0,Stories don't specify timing of decisions within last 6 months
410,Describe a long-term project you managed. How did you keep everything moving?,1,Global Pay Roadmap,5,Managed multi-year platform transformation with multiple workstreams
410,Describe a long-term project you managed. How did you keep everything moving?,2,Ripple pilot,4,Managed complex multi-partner project through detailed coordination and planning
410,Describe a long-term project you managed. How did you keep everything moving?,3,OLAF Scope,4,Managed comprehensive transformation of onboarding process across multiple stakeholders
411,Tell me about a time when you have been unsatisfied with the status quo.,1,PNC Trade Finance,5,Identified and addressed fundamental problems beyond surface-level marketing request
411,Tell me about a time when you have been unsatisfied with the status quo.,2,OLAF Scope,4,Challenged accepted norm of limited improvements to achieve transformation
412,Tell me about a time when you were dissatisfied with the quality of something at work.,1,Statements Hub,5,"Dissatisfied with simple API approach, developed comprehensive solution"
412,Tell me about a time when you were dissatisfied with the quality of something at work.,2,OLAF Scope,4,Dissatisfied with limited scope of improvements planned for onboarding
413,When you refused to compromise around quality or customer service.,1,Global Pay Research,5,Refused to compromise on research quality despite management pressure
413,When you refused to compromise around quality or customer service.,2,GBAC Vision,4,Maintained high standards by expanding analysis when challenged
414,Tell me a time your customer was demanding high standards and you couldn't meet them.,0,No match,0,No stories discuss inability to meet customer demands
415,What measures have you put in place to ensure performance improvement?,1,Global Pay Roadmap,5,Established data-driven approach to measure and track improvements
415,What measures have you put in place to ensure performance improvement?,2,Global Pay STP rates,4,Created framework for measuring and improving STP rates
416,Describe the most significant continuous improvement project you've led.,1,Global Pay Roadmap,5,"Led multi-year platform transformation affecting 25,000 customers"
416,Describe the most significant continuous improvement project you've led.,2,OLAF Innovation,4,Led transformation of onboarding process reducing time by 75%
417,Tell me about a time when you worked to improve something already getting good feedback.,1,OLAF Scope,5,Pushed for comprehensive improvements despite satisfaction with minor updates
417,Tell me about a time when you worked to improve something already getting good feedback.,2,Statements Hub,4,Proposed strategic improvement when simple solution would have sufficed
418,Describe a time where you were unhappy with a teammate's output.,0,No match,0,No stories discuss dissatisfaction with teammate's output
419,Tell me about a piece of direct feedback you recently gave.,0,No match,0,No stories specifically discuss giving recent feedback
420,Tell me about a time when you couldn't meet your own expectations.,1,PNC Canada risk review,5,Details falling short of expectations in risk committee presentation
421,Your client thinks your analysis result is wrong. What will you do?,1,PNC Canada risk review,5,Shows detailed approach to addressing stakeholders' concerns about analysis
422,Describe a long-term project you managed. How did you keep it moving?,1,Global Pay Roadmap,5,Managed multi-year platform transformation through multiple phases
422,Describe a long-term project you managed. How did you keep it moving?,2,Ripple pilot,4,Managed complex project through detailed coordination across time zones
423,Tell me about a time you wouldn't compromise on achieving a great outcome when others felt something was already good enough.,1,OLAF Scope,5,Pushed for transformative improvements when stakeholders were satisfied with minor changes
424,Give me an example of a complex problem you solved with a simple solution.,1,OLAF Innovation,5,Solved complex ownership structure problem with simple document upload solution
425,Describe the most innovative thing you've done and why you thought it was innovative.,1,PNC Trade Finance,5,Created innovative CRM solution that lasted 15 years despite being intended as temporary
425,Describe the most innovative thing you've done and why you thought it was innovative.,2,OLAF Innovation,4,Developed innovative approach to customer ownership documentation
426,Tell me about a time when you were able to make something simpler for customers.,1,OLAF Innovation,5,Simplified complex ownership documentation process for different customer types
426,Tell me about a time when you were able to make something simpler for customers.,2,PNC Trade Finance,4,Simplified collaboration and visibility through custom CRM
427,Describe a time when you influenced and drove new thinking and innovation out of your team.,1,OLAF Innovation,5,Led team to question every requirement and find innovative solutions
427,Describe a time when you influenced and drove new thinking and innovation out of your team.,2,Statements Hub,4,Drove team to think beyond simple API implementation
428,Tell me about a time when you had a challenging problem or situation that the usual approach wouldn't address.,1,PNC Trade Finance,5,Solved collaboration problems with unconventional approach of PM building custom CRM
428,Tell me about a time when you had a challenging problem or situation that the usual approach wouldn't address.,2,OLAF Innovation,4,Developed unconventional approach to ownership documentation
429,Tell me about a novel idea you had or decision you made that had a big impact on your business.,1,PNC Trade Finance,5,Custom CRM solution led to 166% revenue growth and lasting impact
429,Tell me about a novel idea you had or decision you made that had a big impact on your business.,2,Statements Hub,4,Proposed novel company-wide solution instead of simple API implementation
430,Tell me about a time you removed complexity for customers.,1,OLAF Innovation,5,Removed complexity from ownership documentation process for different customer types
430,Tell me about a time you removed complexity for customers.,2,PNC Trade Finance,4,Simplified team collaboration and visibility through custom CRM
431,Walk me through an example when you solved a complicated problem with a simple solution.,1,OLAF Innovation,5,Solved complex ownership verification with simple document upload approach
432,Tell me about a time when you found it difficult to deliver an imaginative idea you had.,1,GBAC Vision,5,"Faced challenges delivering ambitious automation vision, adapted approach to build support"
433,Tell me about a time you had a big impact on your business by thinking really differently.,1,PNC Trade Finance,5,Unconventional PM-built CRM led to 166% revenue growth and lasting impact
433,Tell me about a time you had a big impact on your business by thinking really differently.,2,OLAF Innovation,4,Unconventional approach to ownership documentation transformed onboarding
434,Tell me about the most innovative project you've done.,1,PNC Trade Finance,5,Created innovative custom CRM solution that lasted 15 years
434,Tell me about the most innovative project you've done.,2,Ripple pilot,4,Led first blockchain-based payment pilot among major card networks
435,Tell me about a time when you were faced with a difficult problem where the normal approach was not going to work.,1,OLAF Innovation,5,"Standard ownership documentation process wasn't working, created innovative segmented approach"
435,Tell me about a time when you were faced with a difficult problem where the normal approach was not going to work.,2,PNC Trade Finance,4,"Traditional enterprise CRM wouldn't work, built custom solution"
436,Tell me about a time you chose to re-purpose a solution from another area rather than design your own solution.,0,No match,0,No stories discuss re-purposing existing solutions
437,Tell me about a time when you invented something.,1,PNC Trade Finance,5,Invented custom CRM system that transformed team performance
437,Tell me about a time when you invented something.,2,Statements Hub,4,Created novel company-wide statements hub concept
438,What improvements have you made at your current company?,1,Global Pay Roadmap,5,"Led comprehensive platform transformation affecting 25,000 customers"
438,What improvements have you made at your current company?,2,OLAF Innovation,4,Transformed onboarding process reducing time by 75%
439,Tell me about a time you were able to make something simpler for customers.,1,OLAF Innovation,5,Simplified complex ownership documentation process for different customer types
439,Tell me about a time you were able to make something simpler for customers.,2,PNC Trade Finance,4,Simplified collaboration through custom CRM system
440,Tell me about a time when you gave a simple solution to a complex problem.,1,OLAF Innovation,5,Created simple document upload solution for complex ownership verification
440,Tell me about a time when you gave a simple solution to a complex problem.,2,PNC Trade Finance,4,Solved complex collaboration issues with straightforward CRM solution
441,Tell me about a creative idea you had that was difficult to implement.,1,GBAC Vision,5,Details challenges implementing ambitious automation vision and how he adapted
442,Tell me about an out-of-the box idea you had or decision you made that had a big impact.,1,PNC Trade Finance,5,Unconventional decision to build CRM as PM led to 166% revenue growth
442,Tell me about an out-of-the box idea you had or decision you made that had a big impact.,2,Statements Hub,4,Transformed tactical API request into strategic company-wide solution
443,Tell me about a time you solved a problem.,1,OLAF Innovation,5,Solved complex onboarding problems through innovative process redesign
443,Tell me about a time you solved a problem.,2,PNC Trade Finance,4,Solved collaboration issues through custom CRM
444,Describe a challenging problem or situation in which the usual approach was not going to work.,1,OLAF Innovation,5,"Standard ownership process wasn't working, created innovative segmented approach"
444,Describe a challenging problem or situation in which the usual approach was not going to work.,2,PNC Trade Finance,4,"Traditional enterprise CRM wouldn't work, built custom solution"
445,"How did you change the direction or view of a specific function or department, helping them embrace a new way of thinking?",1,OLAF Scope,5,Led team to embrace transformative approach to onboarding improvements
445,"How did you change the direction or view of a specific function or department, helping them embrace a new way of thinking?",2,Statements Hub,4,Changed organization's view from tactical API to strategic solution
446,Tell me about a time you had to think outside the box to close a sale or sell your product.,0,No match,0,No stories specifically discuss sales situations
447,What is the most innovative project you've worked on?,1,PNC Trade Finance,5,Created innovative CRM solution with lasting 15-year impact
447,What is the most innovative project you've worked on?,2,Ripple pilot,4,Led first blockchain-based payment pilot among major networks
448,Please walk me through a different scenario of a process you invented or improved.,1,OLAF Innovation,5,Details invention of new segmented approach to ownership documentation
448,Please walk me through a different scenario of a process you invented or improved.,2,Global Pay STP rates,4,Improved straight-through processing rates through process analysis
449,What's the most innovative new idea that you have implemented?,1,PNC Trade Finance,5,Implemented innovative custom CRM that transformed team performance
449,What's the most innovative new idea that you have implemented?,2,OLAF Innovation,4,Implemented innovative approach to ownership documentation
450,Tell me about a time you were able to make something significantly simpler for customers.,1,OLAF Innovation,5,Significantly simplified ownership documentation process for customers
450,Tell me about a time you were able to make something significantly simpler for customers.,2,PNC Trade Finance,4,Simplified collaboration and visibility through custom CRM
451,What drove you to implement this change?,1,PNC Trade Finance,5,Driven by clear visibility of collaboration problems beyond surface marketing issues
451,What drove you to implement this change?,2,OLAF Innovation,4,Driven by deep understanding of customer pain points in onboarding
452,Example of a time when you proposed a novel approach to a problem,1,PNC Trade Finance,5,Proposed unconventional solution of PM building custom CRM
452,Example of a time when you proposed a novel approach to a problem,2,OLAF Innovation,4,Proposed innovative segmented approach to ownership documentation
453,Tell me about a time when you realized you needed a deeper level of subject matter expertise to do your job well.,1,The 2023 sabbatical,5,Recognized need to deeply understand AI/ML to lead future product development
454,Tell me about a time when you took on work outside of your comfort area.,1,Global Pay Roles,5,Repeatedly took on new challenging roles outside comfort zone
454,Tell me about a time when you took on work outside of your comfort area.,2,Global Pay STP rates,4,Moved from preferred UX work to technical STP analysis
455,Tell me about a time when you didn't know what to do next or how to solve a challenging problem.,1,PNC Canada risk review,5,Details how he recovered and learned from failed risk committee presentation
456,Give me an example of something that you've worked on to improve your overall work effectiveness.,1,The 2014 sabbatical,5,Took sabbatical to learn about fintech innovations and improve effectiveness
456,Give me an example of something that you've worked on to improve your overall work effectiveness.,2,The 2023 sabbatical,5,Invested in AI/ML education to enhance product management capabilities
457,Give me an example of a time when you explored a new or unexpected area of an existing space.,1,Statements Hub,5,Explored beyond simple API implementation to discover company-wide opportunity
