ID,Question,Category,Source,Original number,Story count,short version
371,How do you help your employees grow?,LP: Hire & develop the best,Genie 2024,64,1,How do you help your employees grow?
372,Tell me how you help your team members develop their careers. Can you give me examples of specific people you invested in?,LP: Hire & develop the best,Genie 2024,65,1,Tell me how you help your team members develop their careers. Can you give me examples of specific people you invested in?
373,Give me an example of a time you provided feedback to develop and leverage the strengths of someone on your team.,LP: Hire & develop the best,Genie 2024,66,1,Give me an example of a time you provided feedback to develop and leverage the strengths of someone on your team.
374,How do you manage your top performers differently?,LP: Hire & develop the best,Genie 2024,67,0,How do you manage your top performers differently?
375,Give me an example of someone who was promoted one or two levels up in the organization due to your coaching efforts.,LP: Hire & develop the best,Genie 2024,68,1,Give me an example of someone who was promoted one or two levels up in the organization due to your coaching efforts.
376,"What is the composition of your current team, and how is your team organized?",LP: Hire & develop the best,Genie 2024,69,0,"What is the composition of your current team, and how is your team organized?"
377,How have you been successful at empowering either a person or a group to accomplish a task?,LP: Hire & develop the best,Genie 2024,70,2,How have you been successful at empowering either a person or a group to accomplish a task?
378,Describe a time when you refused to compromise your standards around quality/customer service. What was the result?,LP: Insist on the Highest Standards,Amazon,1,2,Describe a time when you refused to compromise your standards around quality/customer service. What was the result?
379,Tell me about a time when you were unsatisfied with the way things were in your team or organization. What did you do to change it?,LP: Insist on the Highest Standards,Amazon,2,2,Tell me about a time when you were unsatisfied with the way things were in your team or organization. What did you do to change it?
380,Tell me about a time when you worked to improve something that was already getting good feedback.,LP: Insist on the Highest Standards,Amazon,3,1,Tell me about a time when you worked to improve something that was already getting good feedback.
381,Tell me about a time when you had to make a decision between standards and delivery. What tradeoffs did you make?,LP: Insist on the Highest Standards,Amazon,4,2,Tell me about a time when you had to make a decision between standards and delivery. What tradeoffs did you make?
382,Give me an example of a goal you've had where you wish you had done better.,LP: Insist on the Highest Standards,Amazon,5,1,Give me an example of a goal you've had where you wish you had done better.
383,Describe the most significant continuous improvement project that you led.,LP: Insist on the Highest Standards,Amazon,6,2,Describe the most significant continuous improvement project that you led.
384,Tell me about a time when you used feedback about your team to drive a change.,LP: Insist on the Highest Standards,Amazon,7,1,Tell me about a time when you used feedback about your team to drive a change.
385,Tell me about a time when you've been discontented with the accepted norm. What did you do to change it?,LP: Insist on the Highest Standards,Day One Careers,8,2,Tell me about a time when you've been discontented with the accepted norm. What did you do to change it?
386,Tell me about a time you wouldn't give up on achieving a great result when peers felt something was acceptable.,LP: Insist on the Highest Standards,Day One Careers,9,1,Tell me about a time you wouldn't give up on achieving a great result when peers felt something was acceptable.
387,What measures have you personally put in place to drive continuous improvement?,LP: Insist on the Highest Standards,Day One Careers,10,1,What measures have you personally put in place to drive continuous improvement?
388,Describe a big ongoing continuous improvement project that you've driven.,LP: Insist on the Highest Standards,Day One Careers,11,2,Describe a big ongoing continuous improvement project that you've driven.
389,"Describe a situation that when you looked back on it, you wished you'd done better.",LP: Insist on the Highest Standards,Day One Careers,12,1,"Describe a situation that when you looked back on it, you wished you'd done better."
390,Tell me about a time when customers were happy with a product but you decided to still improve it.,LP: Insist on the Highest Standards,Day One Careers,13,2,Tell me about a time when customers were happy with a product but you decided to still improve it.
391,Give me an example of when you investigated a core process to ensure it was still the right solution.,LP: Insist on the Highest Standards,Day One Careers,14,2,Give me an example of when you investigated a core process to ensure it was still the right solution.
392,Can you describe a situation where you had to balance delivering high-quality work with staying within constraints?,LP: Insist on the Highest Standards,Day One Careers,15,2,Can you describe a situation where you had to balance delivering high-quality work with staying within constraints?
393,Tell me a time your customer was demanding high standards and you couldn't give them what they asked for.,LP: Insist on the Highest Standards,Genie 2021,16,0,Tell me a time your customer was demanding high standards and you couldn't give them what they asked for.
394,Tell me about a time when you've been unsatisfied with the status quo.,LP: Insist on the Highest Standards,Genie 2021,17,2,Tell me about a time when you've been unsatisfied with the status quo.
395,Tell me about a time you wouldn't compromise on achieving a great outcome.,LP: Insist on the Highest Standards,Genie 2021,18,1,Tell me about a time you wouldn't compromise on achieving a great outcome.
396,What measures have you put in place to ensure performance improvement targets are achieved?,LP: Insist on the Highest Standards,Genie 2021,19,1,What measures have you put in place to ensure performance improvement targets are achieved?
397,Describe the most significant continuous improvement project that you've led.,LP: Insist on the Highest Standards,Genie 2021,20,2,Describe the most significant continuous improvement project that you've led.
398,Give me an example of a goal where you wish you had done better.,LP: Insist on the Highest Standards,Genie 2021,21,1,Give me an example of a goal where you wish you had done better.
399,Give an example where you refused to compromise your standards.,LP: Insist on the Highest Standards,Genie 2021,23,2,Give an example where you refused to compromise your standards.
400,What motivates you?,LP: Insist on the Highest Standards,Genie 2021,24,2,What motivates you?
401,Describe a time where you were unhappy with a teammate's output. What did you do about it?,LP: Insist on the Highest Standards,Genie 2021,25,0,Describe a time where you were unhappy with a teammate's output. What did you do about it?
402,Tell me about a piece of direct feedback you recently gave to a colleague.,LP: Insist on the Highest Standards,Genie 2021,26,0,Tell me about a piece of direct feedback you recently gave to a colleague.
403,Tell me about a time when you couldn't meet your own expectations on a project.,LP: Insist on the Highest Standards,Genie 2021,27,1,Tell me about a time when you couldn't meet your own expectations on a project.
404,Tell me about a time you weren't happy with your own progress.,LP: Insist on the Highest Standards,Genie 2021,28,1,Tell me about a time you weren't happy with your own progress.
405,"You performed an analysis, but your client thinks the result is not right. What will you do?",LP: Insist on the Highest Standards,Genie 2021,29,1,"You performed an analysis, but your client thinks the result is not right. What will you do?"
406,Tell me about a time when you faced an ethical dilemma.,LP: Insist on the Highest Standards,Genie 2021,30,0,Tell me about a time when you faced an ethical dilemma.
407,Give me an example of when you could have stopped working but persisted.,LP: Insist on the Highest Standards,Genie 2021,31,2,Give me an example of when you could have stopped working but persisted.
408,How do you measure quality in a product?,LP: Insist on the Highest Standards,Genie 2021,32,1,How do you measure quality in a product?
409,What was your toughest decision in the last 6 months?,LP: Insist on the Highest Standards,Genie 2021,33,0,What was your toughest decision in the last 6 months?
410,Describe a long-term project you managed. How did you keep everything moving?,LP: Insist on the Highest Standards,Genie 2021,34,3,Describe a long-term project you managed. How did you keep everything moving?
411,Tell me about a time when you have been unsatisfied with the status quo.,LP: Insist on the Highest Standards,Other,42,2,Tell me about a time when you have been unsatisfied with the status quo.
412,Tell me about a time when you were dissatisfied with the quality of something at work.,LP: Insist on the Highest Standards,Other,43,2,Tell me about a time when you were dissatisfied with the quality of something at work.
413,When you refused to compromise around quality or customer service.,LP: Insist on the Highest Standards,Other,44,2,When you refused to compromise around quality or customer service.
414,Tell me a time your customer was demanding high standards and you couldn't meet them.,LP: Insist on the Highest Standards,Other,45,0,Tell me a time your customer was demanding high standards and you couldn't meet them.
415,What measures have you put in place to ensure performance improvement?,LP: Insist on the Highest Standards,Other,46,2,What measures have you put in place to ensure performance improvement?
416,Describe the most significant continuous improvement project you've led.,LP: Insist on the Highest Standards,Other,47,2,Describe the most significant continuous improvement project you've led.
417,Tell me about a time when you worked to improve something already getting good feedback.,LP: Insist on the Highest Standards,Other,49,2,Tell me about a time when you worked to improve something already getting good feedback.
418,Describe a time where you were unhappy with a teammate's output.,LP: Insist on the Highest Standards,Other,52,0,Describe a time where you were unhappy with a teammate's output.
419,Tell me about a piece of direct feedback you recently gave.,LP: Insist on the Highest Standards,Other,53,0,Tell me about a piece of direct feedback you recently gave.
420,Tell me about a time when you couldn't meet your own expectations.,LP: Insist on the Highest Standards,Other,54,1,Tell me about a time when you couldn't meet your own expectations.
421,Your client thinks your analysis result is wrong. What will you do?,LP: Insist on the Highest Standards,Other,56,1,Your client thinks your analysis result is wrong. What will you do?
422,Describe a long-term project you managed. How did you keep it moving?,LP: Insist on the Highest Standards,Other,61,2,Describe a long-term project you managed. How did you keep it moving?
423,Tell me about a time you wouldn’t compromise on achieving a great outcome when others felt something was already good enough. What was the situation?,LP: Insist on the Highest Standards,Other,62,1,Tell me about a time you wouldn't compromise on achieving a great outcome when others felt something was already good enough.
424,Give me an example of a complex problem you solved with a simple solution. What made the problem complex?,LP: Invent & Simplify,Amazon,1,1,Give me an example of a complex problem you solved with a simple solution.
425,Describe the most innovative thing you've done and why you thought it was innovative.,LP: Invent & Simplify,Amazon,2,2,Describe the most innovative thing you've done and why you thought it was innovative.
426,Tell me about a time when you were able to make something simpler for customers. What drove you to implement this change?,LP: Invent & Simplify,Amazon,3,2,Tell me about a time when you were able to make something simpler for customers.
427,Describe a time when you influenced and drove new thinking and innovation out of your team.,LP: Invent & Simplify,Amazon,4,2,Describe a time when you influenced and drove new thinking and innovation out of your team.
428,Tell me about a time when you had a challenging problem or situation that the usual approach wouldn't address.,LP: Invent & Simplify,Amazon,5,2,Tell me about a time when you had a challenging problem or situation that the usual approach wouldn't address.
429,Tell me about a novel idea you had or decision you made that had a big impact on your business.,LP: Invent & Simplify,Amazon,6,2,Tell me about a novel idea you had or decision you made that had a big impact on your business.
430,Tell me about a time you removed complexity for customers.,LP: Invent & Simplify,Day One Careers,8,2,Tell me about a time you removed complexity for customers.
431,Walk me through an example when you solved a complicated problem with a simple solution.,LP: Invent & Simplify,Day One Careers,9,1,Walk me through an example when you solved a complicated problem with a simple solution.
432,Tell me about a time when you found it difficult to deliver an imaginative idea you had.,LP: Invent & Simplify,Day One Careers,10,1,Tell me about a time when you found it difficult to deliver an imaginative idea you had.
433,Tell me about a time you had a big impact on your business by thinking really differently.,LP: Invent & Simplify,Day One Careers,11,2,Tell me about a time you had a big impact on your business by thinking really differently.
434,Tell me about the most innovative project you've done.,LP: Invent & Simplify,Day One Careers,12,2,Tell me about the most innovative project you've done.
435,Tell me about a time when you were faced with a difficult problem where the normal approach was not going to work.,LP: Invent & Simplify,Day One Careers,13,2,Tell me about a time when you were faced with a difficult problem where the normal approach was not going to work.
436,Tell me about a time you chose to re-purpose a solution from another area rather than design your own solution.,LP: Invent & Simplify,Day One Careers,14,0,Tell me about a time you chose to re-purpose a solution from another area rather than design your own solution.
437,Tell me about a time when you invented something.,LP: Invent & Simplify,Genie 2021,15,2,Tell me about a time when you invented something.
438,What improvements have you made at your current company?,LP: Invent & Simplify,Genie 2021,16,2,What improvements have you made at your current company?
439,Tell me about a time you were able to make something simpler for customers.,LP: Invent & Simplify,Genie 2021,17,2,Tell me about a time you were able to make something simpler for customers.
440,Tell me about a time when you gave a simple solution to a complex problem.,LP: Invent & Simplify,Genie 2021,18,2,Tell me about a time when you gave a simple solution to a complex problem.
441,Tell me about a creative idea you had that was difficult to implement.,LP: Invent & Simplify,Genie 2021,19,1,Tell me about a creative idea you had that was difficult to implement.
442,Tell me about an out-of-the box idea you had or decision you made that had a big impact.,LP: Invent & Simplify,Genie 2021,20,2,Tell me about an out-of-the box idea you had or decision you made that had a big impact.
443,Tell me about a time you solved a problem.,LP: Invent & Simplify,Genie 2021,22,2,Tell me about a time you solved a problem.
444,Describe a challenging problem or situation in which the usual approach was not going to work.,LP: Invent & Simplify,Genie 2021,23,2,Describe a challenging problem or situation in which the usual approach was not going to work.
445,"How did you change the direction or view of a specific function or department, helping them embrace a new way of thinking?",LP: Invent & Simplify,Genie 2021,24,2,"How did you change the direction or view of a specific function or department, helping them embrace a new way of thinking?"
446,Tell me about a time you had to think outside the box to close a sale or sell your product.,LP: Invent & Simplify,Genie 2024,29,0,Tell me about a time you had to think outside the box to close a sale or sell your product.
447,What is the most innovative project you've worked on?,LP: Invent & Simplify,Genie 2024,30,2,What is the most innovative project you've worked on?
448,Please walk me through a different scenario of a process you invented or improved.,LP: Invent & Simplify,Other,33,2,Please walk me through a different scenario of a process you invented or improved.
449,What's the most innovative new idea that you have implemented?,LP: Invent & Simplify,Other,34,2,What's the most innovative new idea that you have implemented?
450,Tell me about a time you were able to make something significantly simpler for customers.,LP: Invent & Simplify,Other,35,2,Tell me about a time you were able to make something significantly simpler for customers.
451,What drove you to implement this change?,LP: Invent & Simplify,Other,36,2,What drove you to implement this change?
452,Example of a time when you proposed a novel approach to a problem,LP: Invent & Simplify,Other,37,2,Example of a time when you proposed a novel approach to a problem
453,Tell me about a time when you realized you needed a deeper level of subject matter expertise to do your job well.,LP: Learn and Be Curious,Amazon,1,1,Tell me about a time when you realized you needed a deeper level of subject matter expertise to do your job well.
454,Describe a time when you took on work outside of your comfort area. How did you identify what you needed to learn?,LP: Learn and Be Curious,Amazon,2,2,Tell me about a time when you took on work outside of your comfort area.
455,Tell me about a time when you didn't know what to do next or how to solve a challenging problem.,LP: Learn and Be Curious,Amazon,3,1,Tell me about a time when you didn't know what to do next or how to solve a challenging problem.
456,Give me an example of something that you've worked on to improve your overall work effectiveness.,LP: Learn and Be Curious,Amazon,4,2,Give me an example of something that you've worked on to improve your overall work effectiveness.
457,Give me an example of a time when you explored a new or unexpected area of an existing space.,LP: Learn and Be Curious,Amazon,5,1,Give me an example of a time when you explored a new or unexpected area of an existing space.
458,Describe a time when someone on your team challenged you to think differently about a problem.,LP: Learn and Be Curious,Amazon,6,0,Describe a time when someone on your team challenged you to think differently about a problem.
459,Tell me about a time when you used external trends to improve your own company's products or services.,LP: Learn and Be Curious,Amazon,7,1,Tell me about a time when you used external trends to improve your own company's products or services.
460,"Tell me about a time when you explored an existing process, system or solution outside of your normal scope.",LP: Learn and Be Curious,Day One Careers,8,2,"Tell me about a time when you explored an existing process, system or solution outside of your normal scope."
461,"Outside of your formal education and training, can you share an example of something you taught yourself?",LP: Learn and Be Curious,Day One Careers,9,2,"Outside of your formal education and training, can you share an example of something you taught yourself?"
462,Tell me about a project that required you to learn something new.,LP: Learn and Be Curious,Day One Careers,10,1,Tell me about a project that required you to learn something new.
463,Describe a situation when you willingly stepped outside of your comfort zone.,LP: Learn and Be Curious,Day One Careers,11,2,Describe a situation when you willingly stepped outside of your comfort zone.
464,Tell me about a time when you didn't know how or what to do and you had to puzzle it out for yourself?,LP: Learn and Be Curious,Day One Careers,12,1,Tell me about a time when you didn't know how or what to do and you had to puzzle it out for yourself?
465,Walk me though a situation when others were unwilling to move forward into the unknown but you were not.,LP: Learn and Be Curious,Day One Careers,13,2,Walk me though a situation when others were unwilling to move forward into the unknown but you were not.
466,"How do you find the time to stay inspired, acquire new knowledge, and/or innovate in your work?",LP: Learn and Be Curious,Genie 2021,14,2,"How do you find the time to stay inspired, acquire new knowledge, and/or innovate in your work?"
467,How do you keep up with industry trends and best practices?,LP: Learn and Be Curious,Genie 2021,15,2,How do you keep up with industry trends and best practices?
468,What have you learned that has helped you in your job?,LP: Learn and Be Curious,Genie 2021,16,2,What have you learned that has helped you in your job?
469,What is the coolest thing you've learned on your own that has helped you better perform your job?,LP: Learn and Be Curious,Genie 2021,17,1,What is the coolest thing you've learned on your own that has helped you better perform your job?
470,Tell me about a time you learned something new from your peer or your direct report at work.,LP: Learn and Be Curious,Genie 2021,18,0,Tell me about a time you learned something new from your peer or your direct report at work.
471,Tell me about a time when you solved a problem through just superior knowledge or observation.,LP: Learn and Be Curious,Genie 2021,19,2,Tell me about a time when you solved a problem through just superior knowledge or observation.
472,What is a recent book you've read and what did you learn from it?,LP: Learn and Be Curious,Genie 2021,20,0,What is a recent book you've read and what did you learn from it?
473,Tell me about a time you took on work outside of your comfort area and found it rewarding.,LP: Learn and Be Curious,Genie 2021,22,2,Tell me about a time you took on work outside of your comfort area and found it rewarding.
474,Tell me about a time you found you needed a deeper level of subject matter expertise.,LP: Learn and Be Curious,Genie 2021,23,2,Tell me about a time you found you needed a deeper level of subject matter expertise.
475,Tell me about a time you didn't know what to do next or how to solve a challenging problem.,LP: Learn and Be Curious,Genie 2021,24,1,Tell me about a time you didn't know what to do next or how to solve a challenging problem.
476,Give me an example of when you challenged the notion that something had to be done a certain way.,LP: Learn and Be Curious,Genie 2021,25,2,Give me an example of when you challenged the notion that something had to be done a certain way.
477,What are you working on to improve your overall effectiveness at work?,LP: Learn and Be Curious,Genie 2021,26,1,What are you working on to improve your overall effectiveness at work?
478,Tell me about a time when you realized that you might have lost that fresh perspective.,LP: Learn and Be Curious,Genie 2021,27,0,Tell me about a time when you realized that you might have lost that fresh perspective.
479,What is an example of how you've connected the dots to come up with a counterintuitive solution?,LP: Learn and Be Curious,Genie 2021,28,2,What is an example of how you've connected the dots to come up with a counterintuitive solution?
480,Tell me about a time you hired someone smarter than you.,LP: Learn and Be Curious,Genie 2021,29,0,Tell me about a time you hired someone smarter than you.
481,Tell me about a time when you challenged your team to push beyond existing standards.,LP: Learn and Be Curious,Genie 2021,30,2,Tell me about a time when you challenged your team to push beyond existing standards.
482,Give me an example of when someone on your team challenged you to think differently about a problem.,LP: Learn and Be Curious,Genie 2021,31,0,Give me an example of when someone on your team challenged you to think differently about a problem.
483,"How do you stay inspired, acquire new knowledge, or innovate in your work?",LP: Learn and Be Curious,Genie 2024,32,2,"How do you stay inspired, acquire new knowledge, or innovate in your work?"
484,How do you keep up with best practices?,LP: Learn and Be Curious,Genie 2024,33,2,How do you keep up with best practices?
485,How do you keep up with industry trends and what your competitors are doing?,LP: Learn and Be Curious,Genie 2024,34,2,How do you keep up with industry trends and what your competitors are doing?
486,Tell me about a time you learned something new from your peer or direct report.,LP: Learn and Be Curious,Genie 2024,37,0,Tell me about a time you learned something new from your peer or direct report.
487,Tell me about a time when you solved a problem through superior knowledge or observation.,LP: Learn and Be Curious,Genie 2024,38,2,Tell me about a time when you solved a problem through superior knowledge or observation.
488,Tell me about a time when you influenced a change by only asking questions.,LP: Learn and Be Curious,Genie 2024,39,1,Tell me about a time when you influenced a change by only asking questions.
489,Tell me about a time you took on work outside of your comfort area.,LP: Learn and Be Curious,Genie 2024,42,2,Tell me about a time you took on work outside of your comfort area.
490,Tell me about a time you needed a deeper level of subject matter expertise.,LP: Learn and Be Curious,Genie 2024,43,2,Tell me about a time you needed a deeper level of subject matter expertise.
491,Tell me about a time when you realized you might have lost that fresh perspective.,LP: Learn and Be Curious,Genie 2024,47,1,Tell me about a time when you realized you might have lost that fresh perspective.
492,Give me an example of when someone on your team challenged you to think differently.,LP: Learn and Be Curious,Genie 2024,50,0,Give me an example of when someone on your team challenged you to think differently.
493,What's the coolest thing that you've learned on your own that you've then been able to apply in your job?,LP: Learn and Be Curious,Other,51,2,What's the coolest thing that you've learned on your own that you've then been able to apply in your job?
494,Tell me about a time where someone openly challenged you.,LP: Learn and Be Curious,Other,52,2,Tell me about a time where someone openly challenged you.
495,Give an example of a tough or critical piece of feedback you received.,LP: Learn and Be Curious,Other,53,1,Give an example of a tough or critical piece of feedback you received.
496,How do you find the time to stay inspired and acquire new knowledge?,LP: Learn and Be Curious,Other,54,2,How do you find the time to stay inspired and acquire new knowledge?
497,What is the coolest thing you've learned on your own?,LP: Learn and Be Curious,Other,57,1,What is the coolest thing you've learned on your own?
498,Tell me about a time when you solved a problem through superior knowledge.,LP: Learn and Be Curious,Other,59,2,Tell me about a time when you solved a problem through superior knowledge.
499,Tell me about a time you didn't know what to do next or how to solve a problem.,LP: Learn and Be Curious,Other,64,2,Tell me about a time you didn't know what to do next or how to solve a problem.
500,Tell me about a time when you might have lost that fresh perspective.,LP: Learn and Be Curious,Other,67,1,Tell me about a time when you might have lost that fresh perspective.
501,Give me an example of when someone challenged you to think differently.,LP: Learn and Be Curious,Other,71,3,Give me an example of when someone challenged you to think differently.
502,Tell me about a time when you took on something significant outside your area of responsibility. Why was it important? What was the outcome?,LP: Ownership,Amazon,1,2,Tell me about a time when you took on something significant outside your area of responsibility.
503,Describe a time when you didn't think you were going to meet a commitment you promised. How did you identify the risk and communicate it to stakeholders? Is there anything you would do differently?,LP: Ownership,Amazon,2,1,Describe a time when you didn't think you were going to meet a commitment you promised.
504,"Give me an example of an initiative you undertook because you saw that it could benefit the whole company or your customers, but wasn't within any group's individual responsibility so nothing was being done.",LP: Ownership,Amazon,3,2,Give me an example of an initiative you undertook because you saw that it could benefit the whole company.
505,"Tell me about a time when you made a hard decision to sacrifice short term gain for something that would create long term value for the business. What was the outcome? Knowing what you know now, would you have done anything differently?",LP: Ownership,Amazon,4,1,Tell me about a time when you made a hard decision to sacrifice short term gain for something that would create long term value.
506,Describe a time when you had to transition a project you owned to a new owner. What steps did you take to make sure the transition went smoothly?,LP: Ownership,Amazon,5,2,Describe a time when you had to transition a project you owned to a new owner.
507,Tell me about a time that you chose to get involved in a project that you had already transitioned to somebody else. What was the situation? Why was it important to get involved?,LP: Ownership,Amazon,6,0,Tell me about a time that you chose to get involved in a project that you had already transitioned to somebody else.
508,Tell me about a time when you saw a peer struggling and decided to step in and help. What was the situation? Why did you decide to step in? What actions did you take?,LP: Ownership,Amazon,7,1,Tell me about a time when you saw a peer struggling and decided to step in and help.
509,Tell me about a time when you decided to accept a trade off of short term benefit in order to secure long term benefit?,LP: Ownership,Day One Careers,8,2,Tell me about a time when you decided to accept a trade off of short term benefit in order to secure long term benefit?
510,Tell me about a time you missed a deadline. What happened and what did you learn?,LP: Ownership,Day One Careers,9,1,Tell me about a time you missed a deadline.
511,"Walk me through a situation where you supported a colleague to achieve something, when there was no obligation or benefit to you doing so. What actions did you take? What was the outcome?",LP: Ownership,Day One Careers,10,1,"Walk me through a situation where you supported a colleague to achieve something, when there was no obligation or benefit to you doing so."
512,"Give me an example of when you handed over a business critical project to a colleague, in order to move on to a totally different project? How did you ensure nothing fell through the cracks?",LP: Ownership,Day One Careers,11,2,Give me an example of when you handed over a business critical project to a colleague.
513,Give me an example of a time when you revised a decision or a plan based on the consequences on other teams in your business.,LP: Ownership,Day One Careers,12,1,Give me an example of a time when you revised a decision or a plan based on the consequences on other teams.
514,Describe a situation where you failed to deliver on something important to a customer or a colleague. What did you do when the failure surfaced?,LP: Ownership,Day One Careers,13,1,Describe a situation where you failed to deliver on something important to a customer or colleague.
515,Provide an example of when you personally demonstrated ownership.,LP: Ownership,Genie 2021,14,2,Provide an example of when you personally demonstrated ownership.
516,Tell me about a time you went above and beyond.,LP: Ownership,Genie 2021,15,2,Tell me about a time you went above and beyond.
517,Describe a project or idea (not necessarily your own) that was implemented primarily because of your efforts. What was your role? What was the outcome?,LP: Ownership,Genie 2021,16,2,Describe a project or idea that was implemented primarily because of your efforts.
518,When did you work on a project where you were the driving factor? How did you decide you were right about things you were proposing?,LP: Ownership,Genie 2021,17,2,When did you work on a project where you were the driving factor?
519,Give me an example of a time when you didn't think you were going to meet the commitments you promised. How did you identify the risk and communicate it to stakeholders? What was the outcome?,LP: Ownership,Genie 2021,18,1,Give me an example of a time when you didn't think you were going to meet the commitments you promised.
520,Tell me about a time you had to make a short-term sacrifice in order to achieve a long-term goal. What was the outcome?,LP: Ownership,Genie 2021,19,2,Tell me about a time you had to make a short-term sacrifice in order to achieve a long-term goal.
521,Tell me about a time when you had to leave a task unfinished.,LP: Ownership,Genie 2021,20,1,Tell me about a time when you had to leave a task unfinished.
522,Tell me about a time when you had to work on a project with unclear responsibilities.,LP: Ownership,Genie 2021,21,1,Tell me about a time when you had to work on a project with unclear responsibilities.
523,Give an example of when you saw a peer struggling and decided to step in and help. What was the situation and what actions did you take? What was the outcome?,LP: Ownership,Genie 2021,23,1,Give an example of when you saw a peer struggling and decided to step in and help.
524,When did you see a bigger opportunity than your manager?,LP: Ownership,Genie 2021,24,2,When did you see a bigger opportunity than your manager?
525,What steps do you take to ensure projects you complete get transitioned effectively to new owners? Give an example where you chose to reengage on a project you had already transitioned to someone else. What was the situation?,LP: Ownership,Genie 2021,25,2,What steps do you take to ensure projects you complete get transitioned effectively to new owners?
526,How do you ensure your team stays connected to the company vision and the bigger picture? Give an example of when you felt a team or individual goal was in conflict with the company vision. What did you do?,LP: Ownership,Genie 2021,26,1,How do you ensure your team stays connected to the company vision?
527,"Tell me about an initiative you undertook because you saw that it could benefit the whole company or your customers, but wasn't within any group's individual responsibility so nothing was being done.",LP: Ownership,Genie 2021,27,2,Tell me about an initiative you undertook because you saw that it could benefit the whole company.
528,Give me two examples of when you did more than what was required in any job experience,LP: Ownership,Other,33,2,Give me two examples of when you did more than what was required in any job experience
529,"Tell me about a time when you took on something significant outside your area of responsibility, and why was that important?",LP: Ownership,Other,34,2,Tell me about a time when you took on something significant outside your area of responsibility.
530,Describe a time you didn't think you were going to meet a commitment you promised?,LP: Ownership,Other,35,1,Describe a time you didn't think you were going to meet a commitment you promised?
531,Tell me about a time you had to make a short-term sacrifice in order to achieve a longterm goal. What was the outcome?,LP: Ownership,Other,41,2,Tell me about a time you had to make a short-term sacrifice in order to achieve a longterm goal.
532,Give an example of when you saw a peer struggling and decided to step in and help.,LP: Ownership,Other,45,1,Give an example of when you saw a peer struggling and decided to step in and help.
533,What was the situation and what actions did you take? What was the outcome?,LP: Ownership,Other,46,1,What was the situation and what actions did you take? What was the outcome?
534,What steps do you take to ensure projects you complete get transitioned effectively to new owners?,LP: Ownership,Other,48,2,What steps do you take to ensure projects you complete get transitioned effectively to new owners?
535,Give an example where you chose to reengage on a project you had already transitioned to someone else. What was the situation?,LP: Ownership,Other,49,0,Give an example where you chose to reengage on a project you had already transitioned to someone else.
536,How do you ensure your team stays connected to the company vision and the bigger picture?,LP: Ownership,Other,50,1,How do you ensure your team stays connected to the company vision and the bigger picture?
537,Give an example of when you felt a team or individual goal was in conflict with the company vision. What did you do?,LP: Ownership,Other,51,1,Give an example of when you felt a team or individual goal was in conflict with the company vision.
538,Tell me a time when you helped build a more inclusive working environment. What problems were you trying to address? What did you do? What were the employees' reactions?,LP: Strive to be Earth's best employer,Amazon,1,0,Tell me a time when you helped build a more inclusive working environment.
539,Tell me about a time when you advocated for someone who had less influence or seniority than you. How or why did you advocate for them and what was the outcome?,LP: Strive to be Earth's best employer,Amazon,2,1,Tell me about a time when you advocated for someone who had less influence or seniority than you.
540,Describe a time when you implemented a change at work aimed at improving the work experience of yourself or coworkers. What was the goal? Why did you feel this change was necessary?,LP: Strive to be Earth's best employer,Amazon,3,1,Describe a time when you implemented a change at work aimed at improving the work experience.
541,"Describe a time when you promoted diversity, equity, or inclusion in the workplace. What forms of diversity did you consider? What approach did you use?",LP: Strive to be Earth's best employer,Amazon,4,0,"Describe a time when you promoted diversity, equity, or inclusion in the workplace."
542,Tell me about a time when you showed compassion toward someone during a stressful or high-pressure situation. How did you recognize the need for sensitivity?,LP: Strive to be Earth's best employer,Amazon,5,1,Tell me about a time when you showed compassion toward someone during a stressful situation.
543,Tell me about a time when you supported or empowered someone else on your team to achieve a professional or personal goal. What was your role? How did it impact you?,LP: Strive to be Earth's best employer,Amazon,6,1,Tell me about a time when you supported or empowered someone else to achieve a goal.
544,Give me an example of a time when you organized or participated in an initiative to foster an enjoyable work environment. What was the activity? How did others react?,LP: Strive to be Earth's best employer,Amazon,7,0,Give me an example of a time when you organized an initiative to foster an enjoyable work environment.
545,Tell me about a time when you noticed someone was being excluded or treated unfairly. Were you able to do anything to help?,LP: Strive to be Earth's best employer,Amazon,8,0,Tell me about a time when you noticed someone was being excluded or treated unfairly.
546,Tell me about a time you created an environment where your direct reports felt comfortable speaking up. How did you do this and how do you know that it worked?,LP: Strive to be Earth's best employer,Amazon,9,1,Tell me about a time you created an environment where people felt comfortable speaking up.
547,Give me an example of when you worked to improve your team's work environment? Why was it needed? What steps did you take? What was the impact?,LP: Strive to be Earth's best employer,Amazon,10,1,Give me an example of when you worked to improve your team's work environment?
548,"Tell me about a time you influenced a change that fostered diversity, equity, and inclusion on your team or in your org?",LP: Strive to be Earth's best employer,Amazon,11,0,"Tell me about a time you influenced a change that fostered diversity, equity, and inclusion."
549,Share an example when you helped make your workplace more inclusive. Why did you think this was needed and what actions did you take?,LP: Strive to be Earth's best employer,Day One Careers,12,0,Share an example when you helped make your workplace more inclusive.
550,Describe a time when you created an environment where your team could speak freely about anything. What actions did you take and what were the results?,LP: Strive to be Earth's best employer,Day One Careers,13,1,Describe a time when you created an environment where your team could speak freely.
